,Description,Chromosome.Name,Gene.Start..bp.,Gene.End..bp.,Associated.Gene.Name,Gene.Biotype
ENSG00000254863,,11,119858663,119865746,RP11-831A10.2,lincRNA
ENSG00000153012,"leucine-rich repeat LGI family, member 2 [Source:HGNC Symbol;Acc:18710]",4,25000469,25032501,LGI2,protein_coding
ENSG00000261146,,3,137510815,137515520,RP11-2A4.4,lincRNA
ENSG00000241328,,3,86531093,86546146,RP11-331K15.1,lincRNA
ENSG00000152782,pantothenate kinase 1 [Source:HGNC Symbol;Acc:8598],10,91342745,91405215,PANK1,protein_coding
ENSG00000187959,cleavage and polyadenylation specific factor 4-like [Source:HGNC Symbol;Acc:33632],17,71244588,71258491,CPSF4L,protein_coding
ENSG00000123338,NCK-associated protein 1-like [Source:HGNC Symbol;Acc:4862],12,54891495,54937726,NCKAP1L,protein_coding
ENSG00000106410,NOBOX oogenesis homeobox [Source:HGNC Symbol;Acc:22448],7,144094333,144107320,NOBOX,protein_coding
ENSG00000180914,oxytocin receptor [Source:HGNC Symbol;Acc:8529],3,8792094,8811314,OXTR,protein_coding
ENSG00000255216,,11,119879313,119882867,RP11-831A10.1,lincRNA
ENSG00000264954,,17,62073431,62077259,RP11-214C8.2,lincRNA
ENSG00000177324,BEN domain containing 2 [Source:HGNC Symbol;Acc:28509],X,18181051,18239024,BEND2,protein_coding
ENSG00000267115,,19,37994808,37995367,CTD-3064H18.2,lincRNA
ENSG00000182575,neurexophilin 3 [Source:HGNC Symbol;Acc:8077],17,47653220,47661189,NXPH3,protein_coding
ENSG00000239572,,3,87780552,87842779,RP11-451B8.1,lincRNA
ENSG00000172782,fatty acid desaturase 6 [Source:HGNC Symbol;Acc:30459],17,72873428,72889708,FADS6,protein_coding
ENSG00000165660,"family with sequence similarity 175, member B [Source:HGNC Symbol;Acc:28975]",10,126490354,126525239,FAM175B,protein_coding
ENSG00000151025,G protein-coupled receptor 158 [Source:HGNC Symbol;Acc:23689],10,25463991,25891155,GPR158,protein_coding
ENSG00000260306,,16,21805416,21807080,RP11-645C24.5,lincRNA
ENSG00000177105,ras homolog family member G [Source:HGNC Symbol;Acc:672],11,3848208,3862213,RHOG,protein_coding
ENSG00000168303,M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:16002],7,40165622,40174258,MPLKIP,protein_coding
ENSG00000255693,,12,65277174,65371302,RP11-766N7.3,lincRNA
ENSG00000166927,"membrane-spanning 4-domains, subfamily A, member 7 [Source:HGNC Symbol;Acc:13378]",11,60145955,60163424,MS4A7,protein_coding
ENSG00000117308,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:4116],1,24122089,24127271,GALE,protein_coding
ENSG00000235645,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:R4GN10],10,71444655,71452208,RP11-242G20.1,protein_coding
ENSG00000260057,,16,51796430,51807084,RP11-7O14.1,lincRNA
ENSG00000225647,,7,108238819,108254711,AC005487.2,lincRNA
ENSG00000145687,single-stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:15831],5,80708840,81047616,SSBP2,protein_coding
ENSG00000255362,,11,75922000,75927069,RP11-619A14.3,lincRNA
ENSG00000075131,TIMELESS interacting protein [Source:HGNC Symbol;Acc:30750],15,66628544,66679084,TIPIN,protein_coding
ENSG00000111846,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) [Source:HGNC Symbol;Acc:4204]",6,10492456,10629601,GCNT2,protein_coding
ENSG00000248995,,12,65314625,65376304,RP11-766N7.4,lincRNA
ENSG00000100325,activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:24103],22,30184597,30234271,ASCC2,protein_coding
ENSG00000229603,,7,108549510,108592723,AC004014.3,lincRNA
ENSG00000258502,,14,66578299,66592565,RP11-783L4.1,lincRNA
ENSG00000110931,"calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:HGNC Symbol;Acc:1470]",12,121675497,121736111,CAMKK2,protein_coding
ENSG00000260268,long intergenic non-protein coding RNA 919 [Source:HGNC Symbol;Acc:48610],16,52116977,52119021,LINC00919,lincRNA
ENSG00000260507,,16,90171503,90172724,RP11-356C4.3,lincRNA
ENSG00000127318,interleukin 22 [Source:HGNC Symbol;Acc:14900],12,68642022,68647387,IL22,protein_coding
ENSG00000261172,,16,90176982,90234633,RP11-356C4.5,lincRNA
ENSG00000255135,,11,76152382,76155700,RP11-111M22.3,lincRNA
ENSG00000268759,Protein LOC100996413  [Source:UniProtKB/TrEMBL;Acc:M0R198],15,32774822,32780287,AC135983.2,protein_coding
ENSG00000127588,"guanine nucleotide binding protein (G protein), gamma 13 [Source:HGNC Symbol;Acc:14131]",16,848041,850733,GNG13,protein_coding
ENSG00000179604,CDC42 effector protein (Rho GTPase binding) 4 [Source:HGNC Symbol;Acc:17147],17,71279763,71308314,CDC42EP4,protein_coding
ENSG00000151445,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog [Source:HGNC Symbol;Acc:20347]",14,77893018,77924295,VIPAS39,protein_coding
ENSG00000174943,potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:22234],16,29916333,29938356,KCTD13,protein_coding
ENSG00000168917,"solute carrier family 35, member G2 [Source:HGNC Symbol;Acc:28480]",3,136537489,136574734,SLC35G2,protein_coding
ENSG00000154518,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9) [Source:HGNC Symbol;Acc:843]",2,176040986,176049335,ATP5G3,protein_coding
ENSG00000261749,,16,52119192,52132979,RP11-152O14.1,lincRNA
ENSG00000133641,chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:25322],12,88427623,88443937,C12orf29,protein_coding
ENSG00000260975,,16,52231924,52261868,RP11-142G1.3,lincRNA
ENSG00000153037,signal recognition particle 19kDa [Source:HGNC Symbol;Acc:11300],5,112196919,112205485,SRP19,protein_coding
ENSG00000266402,"small nucleolar RNA, H/ACA box 76 [Source:HGNC Symbol;Acc:32662]",17,62223330,62223836,SNORA76,lincRNA
ENSG00000260478,,16,52271994,52303352,RP11-142G1.1,lincRNA
ENSG00000103569,aquaporin 9 [Source:HGNC Symbol;Acc:643],15,58430368,58478110,AQP9,protein_coding
ENSG00000181908,"HCG1652096, isoform CRA_a; Uncharacterized protein; cDNA FLJ37045 fis, clone BRACE2012185  [Source:UniProtKB/TrEMBL;Acc:Q8N9J4]",11,64216546,64219126,AP003774.4,protein_coding
ENSG00000114853,zinc finger and BTB domain containing 47 [Source:HGNC Symbol;Acc:26955],3,42695176,42709072,ZBTB47,protein_coding
ENSG00000232653,"golgin A8 family, member N [Source:HGNC Symbol;Acc:44405]",15,32885657,32896179,GOLGA8N,protein_coding
ENSG00000109016,dehydrogenase/reductase (SDR family) member 7B [Source:HGNC Symbol;Acc:24547],17,21026677,21096578,DHRS7B,protein_coding
ENSG00000237048,"testis-specific transcript, Y-linked 12 (non-protein coding) [Source:HGNC Symbol;Acc:18493]",Y,7672965,7678724,TTTY12,lincRNA
ENSG00000239306,RNA binding motif protein 14 [Source:HGNC Symbol;Acc:14219],11,66384053,66394818,RBM14,protein_coding
ENSG00000257859,cancer susceptibility candidate 18 (non-protein coding) [Source:HGNC Symbol;Acc:49463],12,106097981,106137840,CASC18,lincRNA
ENSG00000153823,phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:26084],2,229715242,230136001,PID1,protein_coding
ENSG00000169760,neuroligin 1 [Source:HGNC Symbol;Acc:14291],3,173114074,174004434,NLGN1,protein_coding
ENSG00000167945,proline rich 25 [Source:HGNC Symbol;Acc:37230],16,855443,863861,PRR25,protein_coding
ENSG00000117411,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 [Source:HGNC Symbol;Acc:925]",1,44444615,44456840,B4GALT2,protein_coding
ENSG00000267224,,19,57046668,57047132,AC005498.4,lincRNA
ENSG00000019995,"zinc finger, RAN-binding domain containing 1 [Source:HGNC Symbol;Acc:18224]",10,126630692,126676758,ZRANB1,protein_coding
ENSG00000102098,sex comb on midleg-like 2 (Drosophila) [Source:HGNC Symbol;Acc:10581],X,18257434,18372847,SCML2,protein_coding
ENSG00000162889,mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:6887],1,206858289,206907628,MAPKAPK2,protein_coding
ENSG00000225746,,14,101403738,101426536,AL132709.5,lincRNA
ENSG00000070950,RAD18 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18278],3,8817088,9005457,RAD18,protein_coding
ENSG00000267421,,19,57047525,57049944,AC005498.3,lincRNA
ENSG00000146477,"solute carrier family 22 (organic cation transporter), member 3 [Source:HGNC Symbol;Acc:10967]",6,160769300,160876014,SLC22A3,protein_coding
ENSG00000257890,,12,106444739,106452032,RP11-114F10.2,lincRNA
ENSG00000167323,stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386],11,3875757,4114439,STIM1,protein_coding
ENSG00000169953,"heat shock transcription factor, Y linked 2 [Source:HGNC Symbol;Acc:23950]",Y,20893326,20990548,HSFY2,protein_coding
ENSG00000269808,"Uncharacterized protein; cDNA FLJ45856 fis, clone OCBBF2025631  [Source:UniProtKB/TrEMBL;Acc:Q6ZS40]",19,55738587,55741647,AC010327.2,protein_coding
ENSG00000168065,"solute carrier family 22 (organic anion/urate transporter), member 11 [Source:HGNC Symbol;Acc:18120]",11,64323098,64340347,SLC22A11,protein_coding
ENSG00000125872,leucine rich repeat neuronal 4 [Source:HGNC Symbol;Acc:16208],20,6021424,6034695,LRRN4,protein_coding
ENSG00000122376,"family with sequence similarity 35, member A [Source:HGNC Symbol;Acc:28773]",10,88853918,88951225,FAM35A,protein_coding
ENSG00000187957,delta/notch-like EGF repeat containing [Source:HGNC Symbol;Acc:24456],2,230222345,230579274,DNER,protein_coding
ENSG00000118162,kaptin (actin binding protein) [Source:HGNC Symbol;Acc:6404],19,47978401,47987525,KPTN,protein_coding
ENSG00000259060,Probable ribonuclease 11  [Source:UniProtKB/Swiss-Prot;Acc:Q8TAA1],14,21051051,21077954,RNASE11,protein_coding
ENSG00000242259,chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:27012],22,19338891,19435755,C22orf39,protein_coding
ENSG00000268352,,19,57183636,57196021,AC007228.5,lincRNA
ENSG00000268568,,19,57183942,57185269,AC007228.9,lincRNA
ENSG00000111231,GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:30186],12,110890289,110907073,GPN3,protein_coding
ENSG00000124151,nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:7670],20,46130601,46285621,NCOA3,protein_coding
ENSG00000105063,"protein phosphatase 6, regulatory subunit 1 [Source:HGNC Symbol;Acc:29195]",19,55741148,55770363,PPP6R1,protein_coding
ENSG00000104755,ADAM metallopeptidase domain 2 [Source:HGNC Symbol;Acc:198],8,39601254,39695808,ADAM2,protein_coding
ENSG00000151655,inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:6167],10,7745232,7791483,ITIH2,protein_coding
ENSG00000180176,tyrosine hydroxylase [Source:HGNC Symbol;Acc:11782],11,2185159,2193107,TH,protein_coding
ENSG00000203883,SRY (sex determining region Y)-box 18 [Source:HGNC Symbol;Acc:11194],20,62679076,62680994,SOX18,protein_coding
ENSG00000166035,"lipase, hepatic [Source:HGNC Symbol;Acc:6619]",15,58702768,58861151,LIPC,protein_coding
ENSG00000171885,aquaporin 4 [Source:HGNC Symbol;Acc:637],18,24432002,24445782,AQP4,protein_coding
ENSG00000121067,speckle-type POZ protein [Source:HGNC Symbol;Acc:11254],17,47676246,47755596,SPOP,protein_coding
ENSG00000153347,"family with sequence similarity 81, member B [Source:HGNC Symbol;Acc:26335]",5,94727048,94786158,FAM81B,protein_coding
ENSG00000103227,lipase maturation factor 1 [Source:HGNC Symbol;Acc:14154],16,903634,1031318,LMF1,protein_coding
ENSG00000198671,,12,65411248,65413586,RP11-168J19.2,lincRNA
ENSG00000155903,RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:9872],3,141205889,141334184,RASA2,protein_coding
ENSG00000127362,"taste receptor, type 2, member 3 [Source:HGNC Symbol;Acc:14910]",7,141463897,141464997,TAS2R3,protein_coding
ENSG00000180066,chromosome 10 open reading frame 91 [Source:HGNC Symbol;Acc:27275],10,134257831,134262912,C10orf91,protein_coding
ENSG00000175600,succinylCoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:16001],7,40174575,40900362,SUGCT,protein_coding
ENSG00000173464,"ribonuclease, RNase A family, 11 (non-active) [Source:HGNC Symbol;Acc:19269]",14,21051054,21078043,RNASE11,protein_coding
ENSG00000230941,,7,108962377,108966372,AC002386.1,lincRNA
ENSG00000124564,"solute carrier family 17 (organic anion transporter), member 3 [Source:HGNC Symbol;Acc:10931]",6,25833294,25882514,SLC17A3,protein_coding
ENSG00000258561,,14,66679528,66976112,RP11-72M17.1,lincRNA
ENSG00000101311,fermitin family member 1 [Source:HGNC Symbol;Acc:15889],20,6055492,6104191,FERMT1,protein_coding
ENSG00000234273,,7,109162038,109237223,AC073071.1,lincRNA
ENSG00000173933,RNA binding motif protein 4 [Source:HGNC Symbol;Acc:9901],11,66384097,66434153,RBM4,protein_coding
ENSG00000268654,MER1 repeat containing imprinted transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:33464],19,57352270,57359924,MIMT1,lincRNA
ENSG00000158092,NCK adaptor protein 1 [Source:HGNC Symbol;Acc:7664],3,136581050,136668665,NCK1,protein_coding
ENSG00000163617,KIAA1407 [Source:HGNC Symbol;Acc:29272],3,113682984,113775460,KIAA1407,protein_coding
ENSG00000127364,"taste receptor, type 2, member 4 [Source:HGNC Symbol;Acc:14911]",7,141478242,141479235,TAS2R4,protein_coding
ENSG00000137601,NIMA-related kinase 1 [Source:HGNC Symbol;Acc:7744],4,170314426,170533780,NEK1,protein_coding
ENSG00000164327,"RPTOR independent companion of MTOR, complex 2 [Source:HGNC Symbol;Acc:28611]",5,38938021,39074510,RICTOR,protein_coding
ENSG00000182040,Usher syndrome 1G (autosomal recessive) [Source:HGNC Symbol;Acc:16356],17,72912176,72919351,USH1G,protein_coding
ENSG00000180660,mab-21-like 1 (C. elegans) [Source:HGNC Symbol;Acc:6757],13,36047926,36050832,MAB21L1,protein_coding
ENSG00000255479,,11,76336506,76337878,RP11-672A2.6,lincRNA
ENSG00000172548,NIPA-like domain containing 4 [Source:HGNC Symbol;Acc:28018],5,156887027,156901725,NIPAL4,protein_coding
ENSG00000255363,,11,76339140,76341407,RP11-672A2.5,lincRNA
ENSG00000127366,"taste receptor, type 2, member 5 [Source:HGNC Symbol;Acc:14912]",7,141490017,141491166,TAS2R5,protein_coding
ENSG00000243955,glutathione S-transferase alpha 1 [Source:HGNC Symbol;Acc:4626],6,52656462,52668708,GSTA1,protein_coding
ENSG00000254810,,11,76365213,76367756,RP11-672A2.4,lincRNA
ENSG00000255015,,11,122165646,122172471,RP11-716H6.1,lincRNA
ENSG00000228055,long intergenic non-protein coding RNA 864 [Source:HGNC Symbol;Acc:45163],10,89156780,89184549,LINC00864,lincRNA
ENSG00000182890,glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:4336],X,120181462,120183794,GLUD2,protein_coding
ENSG00000185608,mitochondrial ribosomal protein L40 [Source:HGNC Symbol;Acc:14491],22,19419425,19423598,MRPL40,protein_coding
ENSG00000254975,,11,76386123,76414239,RP11-672A2.3,lincRNA
ENSG00000223761,,10,89351364,89365781,RP11-57C13.4,lincRNA
ENSG00000225913,,10,89367742,89419036,RP11-57C13.6,lincRNA
ENSG00000268713,,19,57772722,57774106,CTC-444N24.8,lincRNA
ENSG00000235475,,7,66800963,66805011,RP11-166O4.5,lincRNA
ENSG00000268205,,19,57815673,57819930,CTC-444N24.11,lincRNA
ENSG00000068001,hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:5321],3,50355221,50360337,HYAL2,protein_coding
ENSG00000197321,supervillin [Source:HGNC Symbol;Acc:11480],10,29746267,30025710,SVIL,protein_coding
ENSG00000047579,dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:17328],6,15523032,15663289,DTNBP1,protein_coding
ENSG00000233423,,7,67156045,67162016,RP4-736H5.3,lincRNA
ENSG00000136634,interleukin 10 [Source:HGNC Symbol;Acc:5962],1,206940947,206945839,IL10,protein_coding
ENSG00000108946,"protein kinase, cAMP-dependent, regulatory, type I, alpha [Source:HGNC Symbol;Acc:9388]",17,66507921,66547460,PRKAR1A,protein_coding
ENSG00000008086,cyclin-dependent kinase-like 5 [Source:HGNC Symbol;Acc:11411],X,18443703,18671749,CDKL5,protein_coding
ENSG00000260923,,16,90252405,90289086,AC137934.1,lincRNA
ENSG00000225209,,7,67485240,67497677,RP11-358M3.1,lincRNA
ENSG00000146535,guanine nucleotide binding protein (G protein) alpha 12 [Source:HGNC Symbol;Acc:4380],7,2767746,2883958,GNA12,protein_coding
ENSG00000268266,,19,57989017,57994364,AC003005.2,lincRNA
ENSG00000268392,,19,58136400,58138318,AC003682.16,lincRNA
ENSG00000236531,,7,67556210,67584196,RP5-945F2.2,lincRNA
ENSG00000099783,heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:5046],19,8509651,8553998,HNRNPM,protein_coding
ENSG00000178053,myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:7125],3,158288952,158325041,MLF1,protein_coding
ENSG00000198408,meningioma expressed antigen 5 (hyaluronidase) [Source:HGNC Symbol;Acc:7056],10,103544200,103578696,MGEA5,protein_coding
ENSG00000115216,nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:7993],2,27650657,27665126,NRBP1,protein_coding
ENSG00000268361,,19,44058844,44097188,L34079.2,protein_coding
ENSG00000226829,,7,67615270,67753220,RP5-945F2.3,lincRNA
ENSG00000267152,,19,38219487,38221544,CTD-2528L19.6,lincRNA
ENSG00000267380,,17,36009162,36010922,RP11-697E22.3,lincRNA
ENSG00000133083,doublecortin-like kinase 1 [Source:HGNC Symbol;Acc:2700],13,36345478,36705443,DCLK1,protein_coding
ENSG00000137145,DENN/MADD domain containing 4C [Source:HGNC Symbol;Acc:26079],9,19230433,19374139,DENND4C,protein_coding
ENSG00000237184,,17,36158869,36162759,AC091199.1,lincRNA
ENSG00000102119,emerin [Source:HGNC Symbol;Acc:3331],X,153607557,153609883,EMD,protein_coding
ENSG00000254823,,11,123184382,123185478,RP11-109E10.1,lincRNA
ENSG00000068383,"inositol polyphosphate-5-phosphatase, 40kDa [Source:HGNC Symbol;Acc:6076]",10,134351324,134596979,INPP5A,protein_coding
ENSG00000234465,phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:44206],19,44080952,44088116,PINLYP,protein_coding
ENSG00000267640,,19,38307999,38317278,CTD-2554C21.2,lincRNA
ENSG00000233689,,7,68505139,68511790,RP11-123O1.1,lincRNA
ENSG00000171703,"transcription elongation factor A (SII), 2 [Source:HGNC Symbol;Acc:11614]",20,62681189,62703700,TCEA2,protein_coding
ENSG00000149792,mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:1176],11,64889655,64894843,MRPL49,protein_coding
ENSG00000175029,C-terminal binding protein 2 [Source:HGNC Symbol;Acc:2495],10,126676421,126849739,CTBP2,protein_coding
ENSG00000198670,"lipoprotein, Lp(a) [Source:HGNC Symbol;Acc:6667]",6,160952515,161087407,LPA,protein_coding
ENSG00000236839,,7,68652820,68654305,RP11-3P22.1,lincRNA
ENSG00000225718,,7,68689683,68895909,RP11-3P22.2,lincRNA
ENSG00000181652,autophagy related 9B [Source:HGNC Symbol;Acc:21899],7,150709297,150721586,ATG9B,protein_coding
ENSG00000258436,"ribonuclease, RNase A family, 12 (non-active) [Source:HGNC Symbol;Acc:24211]",14,21058352,21058982,RNASE12,protein_coding
ENSG00000255414,long intergenic non-protein coding RNA 1059 [Source:HGNC Symbol;Acc:49074],11,123325106,123331118,LINC01059,lincRNA
ENSG00000258604,,14,21492331,21497430,AL161668.5,lincRNA
ENSG00000225868,,19,38314362,38345855,AC016582.2,lincRNA
ENSG00000198826,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:15783],15,32907345,32932150,ARHGAP11A,protein_coding
ENSG00000181803,"olfactory receptor, family 6, subfamily S, member 1 [Source:HGNC Symbol;Acc:15363]",14,21108855,21109850,OR6S1,protein_coding
ENSG00000258714,,14,21558546,21560491,RP11-998D10.7,lincRNA
ENSG00000254467,,11,123539207,123542345,RP11-634B22.4,lincRNA
ENSG00000125675,"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:4573]",X,122318006,122624766,GRIA3,protein_coding
ENSG00000112695,cytochrome c oxidase subunit VIIa polypeptide 2 (liver) [Source:HGNC Symbol;Acc:2288],6,75947391,75960039,COX7A2,protein_coding
ENSG00000183034,otopetrin 2 [Source:HGNC Symbol;Acc:19657],17,72920370,72930007,OTOP2,protein_coding
ENSG00000178107,,14,21576202,21584862,RP11-998D10.4,lincRNA
ENSG00000225996,Protein LOC100996516  [Source:UniProtKB/TrEMBL;Acc:Q8WYY2],1,150521897,150524367,AL356356.1,protein_coding
ENSG00000023892,differentially expressed in FDCP 6 homolog (mouse) [Source:HGNC Symbol;Acc:2760],6,35265595,35289548,DEF6,protein_coding
ENSG00000090006,latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:6717],19,41098789,41135725,LTBP4,protein_coding
ENSG00000229481,,19,38320191,38322797,CTD-2554C21.3,lincRNA
ENSG00000165076,"protease, serine, 37 [Source:HGNC Symbol;Acc:29211]",7,141536086,141541287,PRSS37,protein_coding
